timestamp,open,high,low,close,volume,date
1663113600000,20173.62,20541.48,19617.62,20226.71,340826.40151,2022-09-14 08:00:00
1663200000000,20227.17,20330.24,19497.0,19701.88,333069.76076,2022-09-15 08:00:00
1663286400000,19701.88,19890.0,19320.01,19803.3,283791.07064,2022-09-16 08:00:00
1663372800000,19803.3,20189.0,19748.08,20113.62,179350.24338,2022-09-17 08:00:00
1663459200000,20112.61,20117.26,19335.62,19416.18,254217.46904,2022-09-18 08:00:00
1663545600000,19417.45,19686.2,18232.56,19537.02,380512.40306,2022-09-19 08:00:00
1663632000000,19537.02,19634.62,18711.87,18875.0,324098.3286,2022-09-20 08:00:00
1663718400000,18874.31,19956.0,18125.98,18461.36,385034.10021,2022-09-21 08:00:00
1663804800000,18461.36,19550.17,18356.39,19401.63,379321.72111,2022-09-22 08:00:00
1663891200000,19401.63,19500.0,18531.42,19289.91,385886.91829,2022-09-23 08:00:00
1663977600000,19288.57,19316.14,18805.34,18920.5,239496.56746,2022-09-24 08:00:00
1664064000000,18921.99,19180.21,18629.2,18807.38,191191.4492,2022-09-25 08:00:00
1664150400000,18809.13,19318.96,18680.72,19227.82,439239.21943,2022-09-26 08:00:00
1664236800000,19226.68,20385.86,18816.32,19079.13,593260.74161,2022-09-27 08:00:00
1664323200000,19078.1,19790.0,18471.28,19412.82,521385.45547,2022-09-28 08:00:00
1664409600000,19412.82,19645.52,18843.01,19591.51,406424.93256,2022-09-29 08:00:00
1664496000000,19590.54,20185.0,19155.36,19422.61,444322.9534,2022-09-30 08:00:00
1664582400000,19422.61,19484.0,19159.42,19310.95,165625.13959,2022-10-01 08:00:00
1664668800000,19312.24,19395.91,18920.35,19056.8,206812.47032,2022-10-02 08:00:00
1664755200000,19057.74,19719.1,18959.68,19629.08,293585.75212,2022-10-03 08:00:00
1664841600000,19629.08,20475.0,19490.6,20337.82,327012.00127,2022-10-04 08:00:00
1664928000000,20337.82,20365.6,19730.0,20158.26,312239.75224,2022-10-05 08:00:00
1665014400000,20158.26,20456.6,19853.0,19960.67,320122.1702,2022-10-06 08:00:00
1665100800000,19960.67,20068.82,19320.0,19530.09,220874.83913,2022-10-07 08:00:00
1665187200000,19530.09,19627.38,19237.14,19417.96,102480.09842,2022-10-08 08:00:00
1665273600000,19416.52,19558.0,19316.04,19439.02,113900.82681,2022-10-09 08:00:00
1665360000000,19439.96,19525.0,19020.25,19131.87,212509.09849,2022-10-10 08:00:00
1665446400000,19131.87,19268.09,18860.0,19060.0,243473.84286,2022-10-11 08:00:00
1665532800000,19060.0,19238.31,18965.88,19155.53,213826.26731,2022-10-12 08:00:00
1665619200000,19155.1,19513.79,18190.0,19375.13,399756.68337,2022-10-13 08:00:00
1665705600000,19375.58,19951.87,19070.37,19176.93,351634.32601,2022-10-14 08:00:00
1665792000000,19176.93,19227.68,18975.18,19069.39,113847.64232,2022-10-15 08:00:00
1665878400000,19068.4,19425.84,19063.74,19262.98,131894.61885,2022-10-16 08:00:00
1665964800000,19262.98,19676.96,19152.03,19549.86,222813.87634,2022-10-17 08:00:00
1666051200000,19548.48,19706.66,19091.0,19327.44,260313.07848,2022-10-18 08:00:00
1666137600000,19327.44,19360.16,19065.97,19123.97,186137.29538,2022-10-19 08:00:00
1666224000000,19123.35,19347.82,18900.0,19041.92,223530.13068,2022-10-20 08:00:00
1666310400000,19041.92,19250.0,18650.0,19164.37,269310.75769,2022-10-21 08:00:00
1666396800000,19164.37,19257.0,19112.72,19204.35,110403.90837,2022-10-22 08:00:00
1666483200000,19204.29,19695.0,19070.11,19570.4,167057.20184,2022-10-23 08:00:00
1666569600000,19570.4,19601.15,19157.0,19329.72,256168.14467,2022-10-24 08:00:00
1666656000000,19330.6,20415.87,19237.0,20080.07,326370.67061,2022-10-25 08:00:00
1666742400000,20079.02,21020.0,20050.41,20771.59,380492.69576,2022-10-26 08:00:00
1666828800000,20771.61,20872.21,20200.0,20295.11,328643.57791,2022-10-27 08:00:00
1666915200000,20295.11,20750.0,20000.09,20591.84,287039.94569,2022-10-28 08:00:00
1667001600000,20591.84,21085.0,20554.01,20809.67,254881.77755,2022-10-29 08:00:00
1667088000000,20809.68,20931.21,20515.0,20627.48,192795.60886,2022-10-30 08:00:00
1667174400000,20627.48,20845.92,20237.95,20490.74,303567.61628,2022-10-31 08:00:00
1667260800000,20490.74,20700.0,20330.74,20483.62,279932.43771,2022-11-01 08:00:00
1667347200000,20482.81,20800.0,20048.04,20151.84,373716.27299,2022-11-02 08:00:00
1667433600000,20151.84,20393.32,20031.24,20207.82,319185.1544,2022-11-03 08:00:00
1667520000000,20207.12,21302.05,20180.96,21148.52,453694.39165,2022-11-04 08:00:00
1667606400000,21148.52,21480.65,21080.65,21299.37,245621.98525,2022-11-05 08:00:00
1667692800000,21299.37,21365.27,20886.13,20905.58,230036.97217,2022-11-06 08:00:00
1667779200000,20905.58,21069.77,20384.89,20591.13,386977.60337,2022-11-07 08:00:00
1667865600000,20590.67,20700.88,17166.83,18547.23,760705.362783,2022-11-08 08:00:00
1667952000000,18545.38,18587.76,15588.0,15922.81,731926.929729,2022-11-09 08:00:00
1668038400000,15922.68,18199.0,15754.26,17601.15,608448.36432,2022-11-10 08:00:00
1668124800000,17602.45,17695.0,16361.6,17070.31,393552.86492,2022-11-11 08:00:00
1668211200000,17069.98,17119.1,16631.39,16812.08,167819.96035,2022-11-12 08:00:00
1668297600000,16813.16,16954.28,16229.0,16329.85,184960.78846,2022-11-13 08:00:00
1668384000000,16331.78,17190.0,15815.21,16619.46,380210.7775,2022-11-14 08:00:00
1668470400000,16617.72,17134.69,16527.72,16900.57,282461.84391,2022-11-15 08:00:00
1668556800000,16900.57,17015.92,16378.61,16662.76,261493.40809,2022-11-16 08:00:00
1668643200000,16661.61,16751.0,16410.74,16692.56,228038.97873,2022-11-17 08:00:00
1668729600000,16692.56,17011.0,16546.04,16700.45,214224.18184,2022-11-18 08:00:00
1668816000000,16699.43,16822.41,16553.53,16700.68,104963.15558,2022-11-19 08:00:00
1668902400000,16700.68,16753.33,16180.0,16280.23,154842.13478,2022-11-20 08:00:00
1668988800000,16279.5,16319.0,15476.0,15781.29,324096.997753,2022-11-21 08:00:00
1669075200000,15781.29,16315.0,15616.63,16226.94,239548.06623,2022-11-22 08:00:00
1669161600000,16227.96,16706.0,16160.2,16603.11,264927.70408,2022-11-23 08:00:00
1669248000000,16603.11,16812.63,16458.05,16598.95,206565.92346,2022-11-24 08:00:00
1669334400000,16599.55,16666.0,16342.81,16522.14,182089.49533,2022-11-25 08:00:00
1669420800000,16521.35,16701.99,16385.0,16458.57,181804.81666,2022-11-26 08:00:00
1669507200000,16457.61,16600.0,16401.0,16428.78,162025.47607,2022-11-27 08:00:00
1669593600000,16428.77,16487.04,15995.27,16212.91,252695.40367,2022-11-28 08:00:00
1669680000000,16212.18,16548.71,16100.0,16442.53,248106.25009,2022-11-29 08:00:00
1669766400000,16442.91,17249.0,16428.3,17163.64,303019.80719,2022-11-30 08:00:00
1669852800000,17165.53,17324.0,16855.01,16977.37,232818.18218,2022-12-01 08:00:00
1669939200000,16978.0,17105.73,16787.85,17092.74,202372.2062,2022-12-02 08:00:00
1670025600000,17092.13,17188.98,16858.74,16885.2,154542.57306,2022-12-03 08:00:00
1670112000000,16885.2,17202.84,16878.25,17105.7,178619.13387,2022-12-04 08:00:00
1670198400000,17106.65,17424.25,16867.0,16966.35,233703.29225,2022-12-05 08:00:00
1670284800000,16966.35,17107.01,16906.37,17088.96,218730.76883,2022-12-06 08:00:00
1670371200000,17088.96,17142.21,16678.83,16836.64,220657.41334,2022-12-07 08:00:00
1670457600000,16836.64,17299.0,16733.49,17224.1,236417.97804,2022-12-08 08:00:00
1670544000000,17224.1,17360.0,17058.21,17128.56,238422.06465,2022-12-09 08:00:00
1670630400000,17128.56,17227.72,17092.0,17127.49,140573.97937,2022-12-10 08:00:00
1670716800000,17127.49,17270.99,17071.0,17085.05,155286.47871,2022-12-11 08:00:00
1670803200000,17085.05,17241.89,16871.85,17209.83,226227.49694,2022-12-12 08:00:00
1670889600000,17208.93,18000.0,17080.14,17774.7,284462.9139,2022-12-13 08:00:00
1670976000000,17775.82,18387.95,17660.94,17803.15,266681.22209,2022-12-14 08:00:00
1671062400000,17804.01,17854.82,17275.51,17356.34,223701.96882,2022-12-15 08:00:00
1671148800000,17356.96,17531.73,16527.32,16632.12,253379.04116,2022-12-16 08:00:00
1671235200000,16631.5,16796.82,16579.85,16776.52,144825.66684,2022-12-17 08:00:00
1671321600000,16777.54,16863.26,16663.07,16738.21,112619.31646,2022-12-18 08:00:00
1671408000000,16739.0,16815.99,16256.3,16438.88,179094.28305,2022-12-19 08:00:00
1671494400000,16438.88,17061.27,16397.2,16895.56,248808.92324,2022-12-20 08:00:00
1671580800000,16896.15,16925.0,16723.0,16824.67,156810.96362,2022-12-21 08:00:00
1671667200000,16824.68,16868.52,16559.85,16821.43,176044.27235,2022-12-22 08:00:00
1671753600000,16821.9,16955.14,16731.13,16778.5,161612.00947,2022-12-23 08:00:00
1671840000000,16778.52,16869.99,16776.62,16836.12,100224.29096,2022-12-24 08:00:00
1671926400000,16835.73,16857.96,16721.0,16832.11,125441.07202,2022-12-25 08:00:00
1672012800000,16832.11,16944.52,16791.0,16919.39,124564.00656,2022-12-26 08:00:00
1672099200000,16919.39,16972.83,16592.37,16706.36,173749.58616,2022-12-27 08:00:00
1672185600000,16706.06,16785.19,16465.33,16547.31,193037.56577,2022-12-28 08:00:00
1672272000000,16547.32,16664.41,16488.91,16633.47,160998.47158,2022-12-29 08:00:00
1672358400000,16633.47,16677.35,16333.0,16607.48,164916.31174,2022-12-30 08:00:00
1672444800000,16607.48,16644.09,16470.0,16542.4,114490.42864,2022-12-31 08:00:00
1672531200000,16541.77,16628.0,16499.01,16616.75,96925.41374,2023-01-01 08:00:00
1672617600000,16617.17,16799.23,16548.7,16672.87,121888.57191,2023-01-02 08:00:00
1672704000000,16672.78,16778.4,16605.28,16675.18,159541.53733,2023-01-03 08:00:00
1672790400000,16675.65,16991.87,16652.66,16850.36,220362.18862,2023-01-04 08:00:00
1672876800000,16850.36,16879.82,16753.0,16831.85,163473.56641,2023-01-05 08:00:00
1672963200000,16831.85,17041.0,16679.0,16950.65,207401.28415,2023-01-06 08:00:00
1673049600000,16950.31,16981.91,16908.0,16943.57,104526.5688,2023-01-07 08:00:00
1673136000000,16943.83,17176.99,16911.0,17127.83,135155.89695,2023-01-08 08:00:00
1673222400000,17127.83,17398.8,17104.66,17178.26,266211.52723,2023-01-09 08:00:00
1673308800000,17179.04,17499.0,17146.34,17440.66,221382.42581,2023-01-10 08:00:00
1673395200000,17440.64,18000.0,17315.6,17943.26,262221.60653,2023-01-11 08:00:00
1673481600000,17943.26,19117.04,17892.05,18846.62,454568.32178,2023-01-12 08:00:00
1673568000000,18846.62,20000.0,18714.12,19930.01,368615.87823,2023-01-13 08:00:00
1673654400000,19930.01,21258.0,19888.05,20954.92,393913.74951,2023-01-14 08:00:00
1673740800000,20952.76,21050.74,20551.01,20871.5,178542.22549,2023-01-15 08:00:00
1673827200000,20872.99,21474.05,20611.48,21185.65,293078.08262,2023-01-16 08:00:00
1673913600000,21185.65,21647.45,20841.31,21134.81,275407.74409,2023-01-17 08:00:00
1674000000000,21132.29,21650.0,20407.15,20677.47,350916.01949,2023-01-18 08:00:00
1674086400000,20677.47,21192.0,20659.19,21071.59,251385.84925,2023-01-19 08:00:00
1674172800000,21071.59,22755.93,20861.28,22667.21,338079.13659,2023-01-20 08:00:00
1674259200000,22666.0,23371.8,22422.0,22783.55,346445.48432,2023-01-21 08:00:00
1674345600000,22783.35,23078.71,22292.37,22707.88,253577.75286,2023-01-22 08:00:00
1674432000000,22706.02,23180.0,22500.0,22916.45,293588.37938,2023-01-23 08:00:00
1674518400000,22917.81,23162.2,22462.93,22632.89,293158.78254,2023-01-24 08:00:00
1674604800000,22631.94,23816.73,22300.0,23060.94,346042.83223,2023-01-25 08:00:00
1674691200000,23060.42,23282.47,22850.01,23009.65,288924.43581,2023-01-26 08:00:00
1674777600000,23009.65,23500.0,22534.88,23074.16,280833.86315,2023-01-27 08:00:00
1674864000000,23074.16,23189.0,22878.46,23022.6,148115.71085,2023-01-28 08:00:00
1674950400000,23021.4,23960.54,22967.76,23742.3,295688.79204,2023-01-29 08:00:00
1675036800000,23743.37,23800.51,22500.0,22826.15,302405.90121,2023-01-30 08:00:00
1675123200000,22827.38,23320.0,22714.77,23125.13,264649.34909,2023-01-31 08:00:00
1675209600000,23125.13,23812.66,22760.23,23732.66,310790.42271,2023-02-01 08:00:00
1675296000000,23731.41,24255.0,23363.27,23488.94,364177.20751,2023-02-02 08:00:00
1675382400000,23489.33,23715.7,23204.62,23431.9,332571.02904,2023-02-03 08:00:00
1675468800000,23431.9,23587.78,23253.96,23326.84,166126.47295,2023-02-04 08:00:00
1675555200000,23327.66,23433.33,22743.0,22932.91,209251.33917,2023-02-05 08:00:00
1675641600000,22932.91,23158.25,22628.13,22762.52,265371.6069,2023-02-06 08:00:00
1675728000000,22762.52,23350.25,22745.78,23240.46,308006.72482,2023-02-07 08:00:00
1675814400000,23242.42,23452.0,22665.85,22963.0,280056.30717,2023-02-08 08:00:00
1675900800000,22961.85,23011.39,21688.0,21796.35,402894.6955,2023-02-09 08:00:00
1675987200000,21797.83,21938.16,21451.0,21625.19,338591.94247,2023-02-10 08:00:00
1676073600000,21625.19,21906.32,21599.78,21862.55,177021.58433,2023-02-11 08:00:00
1676160000000,21862.02,22090.0,21630.0,21783.54,204435.65163,2023-02-12 08:00:00
1676246400000,21782.37,21894.99,21351.07,21773.97,295730.76791,2023-02-13 08:00:00
1676332800000,21774.63,22319.08,21532.77,22199.84,361958.40109,2023-02-14 08:00:00
1676419200000,22199.84,24380.0,22047.28,24324.05,375669.16111,2023-02-15 08:00:00
1676505600000,24322.87,25250.0,23505.25,23517.72,450080.68366,2023-02-16 08:00:00
1676592000000,23517.72,25021.11,23339.37,24569.97,496813.21376,2023-02-17 08:00:00
1676678400000,24568.24,24877.0,24430.0,24631.95,216917.25213,2023-02-18 08:00:00
1676764800000,24632.05,25192.0,24192.57,24271.76,300395.99542,2023-02-19 08:00:00
1676851200000,24272.51,25121.23,23840.83,24842.2,346938.56997,2023-02-20 08:00:00
1676937600000,24843.89,25250.0,24148.34,24452.16,376000.82868,2023-02-21 08:00:00
1677024000000,24450.67,24476.05,23574.69,24182.21,379425.75365,2023-02-22 08:00:00
1677110400000,24182.21,24599.59,23608.0,23940.2,398400.45437,2023-02-23 08:00:00
1677196800000,23940.2,24132.35,22841.19,23185.29,343582.57453,2023-02-24 08:00:00
1677283200000,23184.04,23219.13,22722.0,23157.07,191311.8101,2023-02-25 08:00:00
1677369600000,23157.07,23689.99,23059.18,23554.85,202323.73623,2023-02-26 08:00:00
1677456000000,23554.85,23897.99,23106.77,23492.09,283706.0859,2023-02-27 08:00:00
1677542400000,23492.09,23600.0,23020.97,23141.57,264140.99894,2023-02-28 08:00:00
1677628800000,23141.57,24000.0,23020.03,23628.97,315287.41737,2023-03-01 08:00:00
1677715200000,23629.76,23796.93,23195.9,23465.32,239315.45219,2023-03-02 08:00:00
1677801600000,23465.32,23476.95,21971.13,22354.34,319954.19785,2023-03-03 08:00:00
1677888000000,22354.34,22410.0,22157.08,22346.57,121257.38132,2023-03-04 08:00:00
1677974400000,22346.57,22662.09,22189.22,22430.24,154841.75786,2023-03-05 08:00:00
1678060800000,22430.24,22602.19,22258.0,22410.0,203751.82957,2023-03-06 08:00:00
1678147200000,22409.41,22557.91,21927.0,22197.96,292519.80912,2023-03-07 08:00:00
1678233600000,22198.56,22287.0,21580.0,21705.44,301460.57272,2023-03-08 08:00:00
1678320000000,21704.37,21834.99,20042.72,20362.22,443658.28584,2023-03-09 08:00:00
1678406400000,20362.21,20367.78,19549.09,20150.69,618456.4671,2023-03-10 08:00:00
1678492800000,20150.69,20686.51,19765.03,20455.73,427831.82133,2023-03-11 08:00:00
1678579200000,20455.73,22150.0,20270.6,21997.11,430944.94288,2023-03-12 08:00:00
1678665600000,21998.05,24500.0,21813.88,24113.48,687889.31259,2023-03-13 08:00:00
1678752000000,24112.27,26386.87,23976.42,24670.41,699360.93423,2023-03-14 08:00:00
1678838400000,24670.41,25196.97,23896.95,24285.66,581450.72984,2023-03-15 08:00:00
1678924800000,24285.66,25167.4,24123.0,24998.78,439421.32998,2023-03-16 08:00:00
1679011200000,24998.78,27756.84,24890.0,27395.13,624460.68091,2023-03-17 08:00:00
1679097600000,27395.13,27724.85,26578.0,26907.49,371238.97174,2023-03-18 08:00:00
1679184000000,26907.49,28390.1,26827.22,27972.87,372066.99054,2023-03-19 08:00:00
1679270400000,27972.87,28472.0,27124.47,27717.01,477378.23373,2023-03-20 08:00:00
1679356800000,27717.01,28438.55,27303.1,28105.47,420929.7422,2023-03-21 08:00:00
1679443200000,28107.81,28868.05,26601.8,27250.97,224113.41296,2023-03-22 08:00:00
1679529600000,27250.97,28750.0,27105.0,28295.41,128649.60818,2023-03-23 08:00:00
1679616000000,28295.42,28374.3,27000.0,27454.47,86242.06544,2023-03-24 08:00:00
1679702400000,27454.46,27787.33,27156.09,27462.95,50844.08102,2023-03-25 08:00:00
1679788800000,27462.96,28194.4,27417.76,27968.05,49671.70353,2023-03-26 08:00:00
1679875200000,27968.05,28023.86,27666.0,27903.58,18687.71971,2023-03-27 08:00:00
1679961600000,27127.1,27175.3,26815.0,27053.9,2830.75404893,2023-03-28 08:00:00
